 sum | year |                                               instnm                                               
   0 | 2009 | Alaska Pacific University
   0 | 2010 | Alaska Pacific University
   0 | 2011 | Alaska Pacific University
   0 | 2012 | Alaska Pacific University
     | 2006 | Alaska Vocational Technical Center
     | 2007 | Alaska Vocational Technical Center
     | 2008 | Alaska Vocational Technical Center
     | 2009 | Alaska Vocational Technical Center
   0 | 2006 | Albany BOCES-Adult Practical Nursing Program
   0 | 2007 | Albany BOCES-Adult Practical Nursing Program
   0 | 2008 | Albany BOCES-Adult Practical Nursing Program
     | 2009 | Albany BOCES-Adult Practical Nursing Program
     | 2010 | Albany BOCES-Adult Practical Nursing Program
   0 | 2011 | Albany BOCES-Adult Practical Nursing Program
   0 | 2012 | Albany BOCES-Adult Practical Nursing Program
     | 2006 | Albany College of Pharmacy
     | 2007 | Albany College of Pharmacy
     | 2008 | Albany College of Pharmacy and Health Sciences
     | 2009 | Albany College of Pharmacy and Health Sciences
     | 2010 | Albany College of Pharmacy and Health Sciences
   0 | 2011 | Albany College of Pharmacy and Health Sciences
   1 | 2012 | Albany College of Pharmacy and Health Sciences
     | 2006 | Albany Law School
     | 2007 | Albany Law School
     | 2008 | Albany Law School
     | 2009 | Albany Law School
   0 | 2010 | Albany Law School
     | 2011 | Albany Law School
     | 2012 | Albany Law School
   0 | 2006 | Albany Medical College
   0 | 2007 | Albany Medical College
   0 | 2008 | Albany Medical College
   0 | 2009 | Albany Medical College
   3 | 2010 | Albany Medical College
   1 | 2011 | Albany Medical College
   0 | 2012 | Albany Medical College
     | 2006 | Albany State University
     | 2007 | Albany State University
     | 2008 | Albany State University
     | 2009 | Albany State University
   3 | 2010 | Albany State University
     | 2011 | Albany State University
     | 2012 | Albany State University
     | 2006 | Albany Technical College
     | 2007 | Albany Technical College
     | 2008 | Albany Technical College
     | 2009 | Albany Technical College
     | 2010 | Albany Technical College
     | 2011 | Albany Technical College
     | 2012 | Albany Technical College
     | 2006 | Albert I Prince Regional Vocational Technical Sch
     | 2007 | Albert I Prince Regional Vocational Technical Sch
     | 2008 | Albert I Prince Regional Vocational Technical Sch
     | 2009 | Albert I Prince Regional Vocational Technical Sch
     | 2010 | Albert I Prince Technical High School
     | 2011 | Albert I Prince Technical High School
     | 2012 | Albert I Prince Technical High School
     | 2006 | Albertus Magnus College
     | 2007 | Albertus Magnus College
     | 2008 | Albertus Magnus College
     | 2009 | Albertus Magnus College
     | 2010 | Albertus Magnus College
     | 2011 | Albertus Magnus College
     | 2012 | Albertus Magnus College
   4 | 2006 | Albion College
   2 | 2007 | Albion College
   9 | 2008 | Albion College
   4 | 2009 | Albion College
     | 2010 | Albion College
   2 | 2011 | Albion College
   3 | 2012 | Albion College
   3 | 2006 | Albright College
     | 2007 | Albright College
   4 | 2008 | Albright College
   3 | 2009 | Albright College
     | 2010 | Albright College
     | 2011 | Albright College
     | 2012 | Albright College
     | 2006 | Alcorn State University
     | 2007 | Alcorn State University
     | 2008 | Alcorn State University
     | 2009 | Alcorn State University
     | 2010 | Alcorn State University
   2 | 2011 | Alcorn State University
   1 | 2012 | Alcorn State University
     | 2008 | Alden's School of Cosmetology
     | 2009 | Alden's School of Cosmetology
     | 2006 | Alderson Broaddus College
     | 2007 | Alderson Broaddus College
     | 2008 | Alderson Broaddus College
     | 2009 | Alderson Broaddus College
     | 2010 | Alderson Broaddus College
     | 2011 | Alderson Broaddus College
   2 | 2012 | Alderson Broaddus College
   0 | 2006 | Alegent Health School of Radiologic Technology
   0 | 2007 | Alegent Health School of Radiologic Technology
   0 | 2008 | Alegent Health School of Radiologic Technology
   0 | 2009 | Alegent Health School of Radiologic Technology
   0 | 2010 | Alegent Health School of Radiologic Technology
     | 2011 | Alegent Health School of Radiologic Technology
     | 2012 | Alegent Health School of Radiologic Technology
     | 2010 | Alexander Academy
     | 2011 | Alexander Academy
     | 2012 | Alexander Academy
     | 2006 | Alexandria Academy of Beauty Culture
     | 2007 | Alexandria Academy of Beauty Culture
   0 | 2006 | Alexandria School of Scientific Therapeutics
   0 | 2007 | Alexandria School of Scientific Therapeutics
   0 | 2008 | Alexandria School of Scientific Therapeutics
   0 | 2009 | Alexandria School of Scientific Therapeutics
   0 | 2010 | Alexandria School of Scientific Therapeutics
   0 | 2011 | Alexandria School of Scientific Therapeutics
     | 2012 | Alexandria School of Scientific Therapeutics
   0 | 2010 | Alexandria Technical & Community College
     | 2011 | Alexandria Technical & Community College
     | 2012 | Alexandria Technical & Community College
     | 2006 | Alexandria Technical College
     | 2007 | Alexandria Technical College
     | 2008 | Alexandria Technical College
     | 2009 | Alexandria Technical College
     | 2006 | Alfred University
     | 2007 | Alfred University
   0 | 2008 | Alfred University
   0 | 2009 | Alfred University
   1 | 2010 | Alfred University
     | 2011 | Alfred University
     | 2012 | Alfred University
     | 2006 | Alhambra Beauty College
     | 2007 | Alhambra Beauty College
     | 2008 | Alhambra Beauty College
     | 2009 | Alhambra Beauty College
     | 2010 | Alhambra Beauty College
     | 2011 | Alhambra Beauty College
     | 2012 | Alhambra Beauty College
   0 | 2006 | Alice Lloyd College
   0 | 2007 | Alice Lloyd College
   0 | 2008 | Alice Lloyd College
   0 | 2009 | Alice Lloyd College
   0 | 2010 | Alice Lloyd College
   0 | 2011 | Alice Lloyd College
   0 | 2012 | Alice Lloyd College
     | 2010 | All Beauty College
     | 2011 | All Beauty College
     | 2012 | All Beauty College
     | 2006 | All State Career School
     | 2007 | All State Career School
     | 2008 | All State Career School
     | 2009 | All State Career School
   0 | 2010 | All State Career-Baltimore
     | 2011 | All State Career-Baltimore
     | 2012 | All State Career-Baltimore
     | 2006 | All-State Career School
     | 2007 | All-State Career School
     | 2008 | All-State Career School
   0 | 2009 | All-State Career School
     | 2010 | All-State Career School-Allied Health Campus
     | 2011 | All-State Career School-Allied Health Campus
     | 2012 | All-State Career School-Allied Health Campus
     | 2010 | All-State Career School-Lester
     | 2011 | All-State Career School-Lester
     | 2012 | All-State Career School-Lester
   0 | 2006 | Allan Hancock College
   0 | 2007 | Allan Hancock College
   3 | 2008 | Allan Hancock College
     | 2009 | Allan Hancock College
   0 | 2010 | Allan Hancock College
   0 | 2011 | Allan Hancock College
   0 | 2012 | Allan Hancock College
   0 | 2006 | Allegany College of Maryland
   1 | 2007 | Allegany College of Maryland
   1 | 2008 | Allegany College of Maryland
   1 | 2009 | Allegany College of Maryland
   0 | 2010 | Allegany College of Maryland
   0 | 2011 | Allegany College of Maryland
   1 | 2012 | Allegany College of Maryland
   4 | 2006 | Allegheny College
   7 | 2007 | Allegheny College
   5 | 2008 | Allegheny College
   0 | 2009 | Allegheny College
   5 | 2010 | Allegheny College
     | 2011 | Allegheny College
   3 | 2012 | Allegheny College
   0 | 2006 | Allegheny Wesleyan College
   0 | 2007 | Allegheny Wesleyan College
     | 2008 | Allegheny Wesleyan College
     | 2009 | Allegheny Wesleyan College
     | 2010 | Allegheny Wesleyan College
     | 2011 | Allegheny Wesleyan College
     | 2012 | Allegheny Wesleyan College
   3 | 2006 | Allen College
   0 | 2007 | Allen College
   0 | 2008 | Allen College
   0 | 2009 | Allen College
   0 | 2010 | Allen College
   0 | 2011 | Allen College
   0 | 2012 | Allen College
     | 2006 | Allen County Community College
     | 2007 | Allen County Community College
     | 2008 | Allen County Community College
     | 2009 | Allen County Community College
     | 2010 | Allen County Community College
     | 2011 | Allen County Community College
   1 | 2012 | Allen County Community College
     | 2006 | Allen School-Brooklyn
     | 2007 | Allen School-Brooklyn
     | 2008 | Allen School-Brooklyn
   0 | 2009 | Allen School-Brooklyn
     | 2010 | Allen School-Brooklyn
     | 2011 | Allen School-Brooklyn
     | 2012 | Allen School-Brooklyn
     | 2006 | Allen School-Jamaica
     | 2007 | Allen School-Jamaica
     | 2008 | Allen School-Jamaica
     | 2009 | Allen School-Jamaica
     | 2010 | Allen School-Jamaica
     | 2011 | Allen School-Jamaica
     | 2012 | Allen School-Jamaica
     | 2010 | Allen School-Phoenix
     | 2011 | Allen School-Phoenix
     | 2012 | Allen School-Phoenix
   0 | 2006 | Allen University
   0 | 2007 | Allen University
   0 | 2008 | Allen University
     | 2009 | Allen University
     | 2010 | Allen University
     | 2011 | Allen University
     | 2012 | Allen University
     | 2006 | Alliant International University
   0 | 2007 | Alliant International University
   0 | 2008 | Alliant International University
     | 2009 | Alliant International University
   0 | 2010 | Alliant International University
     | 2011 | Alliant International University
     | 2012 | Alliant International University
     | 2006 | Allied College North
     | 2007 | Allied College North
     | 2008 | Allied College North
     | 2009 | Allied College North
     | 2006 | Allied College South
     | 2007 | Allied College South
     | 2008 | Allied College South
     | 2009 | Allied College South
     | 2006 | Allied Health Careers
     | 2007 | Allied Health Careers
     | 2008 | Allied Health Careers
     | 2009 | Allied Health Careers
     | 2010 | Allied Health Careers
     | 2011 | Allied Health Careers
   0 | 2012 | Allied Health Careers
     | 2008 | Allied Health Institute
     | 2009 | Allied Health Institute
     | 2010 | Allied Health Institute
     | 2011 | Allied Health Institute
     | 2012 | Allied Health Institute
     | 2006 | Allied Medical and Technical Institute
     | 2007 | Allied Medical and Technical Institute
     | 2008 | Allied Medical and Technical Institute
     | 2009 | Allied Medical and Technical Institute
     | 2010 | Allstate Hairstyling & Barber College
     | 2011 | Allstate Hairstyling & Barber College
     | 2012 | Allstate Hairstyling & Barber College
     | 2008 | Allure School of Cosmetology
     | 2009 | Allure School of Cosmetology
   1 | 2006 | Alma College
   1 | 2007 | Alma College
   1 | 2008 | Alma College
   1 | 2009 | Alma College
   1 | 2010 | Alma College
     | 2011 | Alma College
   0 | 2012 | Alma College
     | 2006 | Alpena Community College
     | 2007 | Alpena Community College
     | 2008 | Alpena Community College
     | 2009 | Alpena Community College
     | 2010 | Alpena Community College
   0 | 2011 | Alpena Community College
   0 | 2012 | Alpena Community College
     | 2008 | Alpine College
     | 2009 | Alpine College
   0 | 2006 | Altamaha Technical College
   0 | 2007 | Altamaha Technical College
   0 | 2008 | Altamaha Technical College
   0 | 2009 | Altamaha Technical College
   0 | 2010 | Altamaha Technical College
   0 | 2011 | Altamaha Technical College
   0 | 2012 | Altamaha Technical College
     | 2006 | Altoona Area Vocational Technical School
     | 2007 | Altoona Area Vocational Technical School
   0 | 2008 | Altoona Area Vocational Technical School
     | 2009 | Altoona Area Vocational Technical School
     | 2006 | Altoona Beauty School Inc
     | 2007 | Altoona Beauty School Inc
     | 2008 | Altoona Beauty School Inc
     | 2009 | Altoona Beauty School Inc
     | 2010 | Altoona Beauty School Inc
     | 2011 | Altoona Beauty School Inc
     | 2012 | Altoona Beauty School Inc
     | 2006 | Alvareitas College of Cosmetology
     | 2007 | Alvareitas College of Cosmetology
     | 2008 | Alvareitas College of Cosmetology
     | 2009 | Alvareitas College of Cosmetology
     | 2010 | Alvareitas College of Cosmetology-Belleville
     | 2011 | Alvareitas College of Cosmetology-Belleville
     | 2012 | Alvareitas College of Cosmetology-Belleville
     | 2010 | Alvareitas College of Cosmetology-Edwardsville
     | 2011 | Alvareitas College of Cosmetology-Edwardsville
     | 2012 | Alvareitas College of Cosmetology-Edwardsville
     | 2010 | Alvareitas College of Cosmetology-Godfrey
     | 2011 | Alvareitas College of Cosmetology-Godfrey
     | 2012 | Alvareitas College of Cosmetology-Godfrey
   2 | 2006 | Alvernia College
   0 | 2007 | Alvernia College
   2 | 2008 | Alvernia College
   1 | 2009 | Alvernia College
   5 | 2010 | Alvernia University
   0 | 2011 | Alvernia University
   3 | 2012 | Alvernia University
     | 2006 | Alverno College
     | 2007 | Alverno College
     | 2008 | Alverno College
     | 2009 | Alverno College
     | 2010 | Alverno College
     | 2011 | Alverno College
     | 2012 | Alverno College
   0 | 2006 | Alvin Community College
     | 2007 | Alvin Community College
     | 2008 | Alvin Community College
     | 2009 | Alvin Community College
     | 2010 | Alvin Community College
     | 2011 | Alvin Community College
   0 | 2012 | Alvin Community College
